time_period,region_name,qualification,subject_area,subject_name,entry_count,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved 
2021 to 22,North West,A level,Logic/Philosophy,Total Logic/ Philosophy,205.0,9.26829,28.78049,50.73171,72.68293,90.73171,98.53659
2021 to 22,North West,A level,Geography,Geography (World Development),0.0,,,,,,
2021 to 22,North West,A level,English,Total English,6139.0,10.24597,29.5325,63.43053,87.40837,97.19824,99.28327
2021 to 22,North West,A level,Humanities,Total Humanities,0.0,,,,,,
2021 to 22,North West,A level,Arts,Drama & Theatre Studies,842.0,11.99525,36.69834,68.40855,89.90499,97.86223,99.64371
2021 to 22,North West,A level,Archaeology,Total Archaeology,0.0,,,,,,
2021 to 22,North West,A level,Art & Design,Fine Art,1255.0,19.36255,40.71713,71.63347,91.55378,98.24701,99.28287
2021 to 22,North West,A level,Modern languages - other,Russian,13.0,30.76923,100.0,100.0,100.0,100.0,100.0
2021 to 22,North West,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2021 to 22,North West,A level,Modern languages - other,Arabic,44.0,29.54545,63.63636,70.45455,79.54545,86.36364,86.36364
2021 to 22,North West,A level,Modern languages - other,Dutch,0.0,,,,,,
2021 to 22,North West,A level,All facilitating subjects,Total facilitating subjects,37984.0,14.51401,36.9761,59.90154,79.57824,92.26253,98.15449
2021 to 22,North West,A level,Classical studies,Classical Civilisation,207.0,7.72947,28.50242,65.70048,89.85507,97.10145,100.0
2021 to 22,North West,A level,Modern languages - other,Polish,35.0,34.28571,68.57143,85.71429,97.14286,97.14286,97.14286
2021 to 22,North West,A level,Science - Biology,Total Biology,7195.0,12.78666,33.60667,55.13551,75.39958,90.70188,97.92912
2021 to 22,North West,A level,History,Total History,4303.0,9.73739,30.30444,63.21171,86.52103,96.7697,99.20985
2021 to 22,North West,A level,Maths,Total Maths,8503.0,18.20534,42.42032,58.97918,76.46713,90.10937,97.76549
2021 to 22,North West,A level,Art & Design,Total Art & Design,4990.0,17.93587,38.59719,73.58717,92.14429,97.75551,99.11824
2021 to 22,North West,A level,Music,Music Technology,69.0,7.24638,24.63768,50.72464,75.36232,95.65217,98.55072
2021 to 22,North West,A level,Economics,Total Economics,2537.0,9.45999,29.16831,56.44462,80.37052,93.61451,98.50217
2021 to 22,North West,A level,Geography,Geography,3417.0,8.6333,29.11911,60.84284,83.49429,95.11267,98.56599
2021 to 22,North West,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2021 to 22,North West,A level,Design and technology,D&T Product Design,653.0,9.80092,25.26799,50.38285,80.5513,94.79326,99.38744
2021 to 22,North West,A level,Arts,Media/Film/Tv Studies,1606.0,5.47945,22.22914,58.77958,87.67123,96.94894,99.4396
2021 to 22,North West,A level,Physical Education,Dance,129.0,16.27907,43.41085,72.09302,93.02326,98.44961,99.22481
2021 to 22,North West,A level,Modern languages - other,Turkish,7.0,14.28571,42.85714,71.42857,85.71429,100.0,100.0
2021 to 22,North West,A level,English,English language,2694.0,6.90423,24.83296,60.8389,86.67409,97.10468,99.36897
2021 to 22,North West,A level,Design and technology,D&T Textiles Technology,31.0,22.58065,45.16129,74.19355,90.32258,100.0,100.0
2021 to 22,North West,A level,Design and technology,D&T Food Technology,0.0,,,,,,
2021 to 22,North West,A level,Science - other,Total Other Sciences,349.0,16.61891,37.82235,59.59885,79.08309,96.27507,99.1404
2021 to 22,North West,A level,Arts,Film Studies,702.0,10.54131,27.77778,68.66097,91.16809,97.29345,99.00285
2021 to 22,North West,A level,Maths,Mathematics (Pure),0.0,,,,,,
2021 to 22,North West,A level,Modern languages - other,Bengali,0.0,,,,,,
2021 to 22,North West,A level,English,English literature,2582.0,13.86522,33.84973,64.60108,87.49032,97.17273,99.07049
2021 to 22,North West,A level,Design and technology,Design & Technology,0.0,,,,,,
2021 to 22,North West,A level,Music,Music,382.0,12.82723,32.98429,59.94764,80.10471,93.19372,98.42932
2021 to 22,North West,A level,Classical studies,Classical Greek,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2021 to 22,North West,A level,English,English language & literature,863.0,9.84936,31.28621,68.01854,89.45539,97.56663,99.65238
2021 to 22,North West,A level,Art & Design,History of Art,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2021 to 22,North West,A level,Art & Design,3d Studies,369.0,14.90515,36.58537,74.52575,94.03794,97.56098,98.64499
2021 to 22,North West,A level,Modern languages,Spanish,855.0,17.89474,45.96491,71.57895,87.01754,94.61988,98.71345
2021 to 22,North West,A level,Sociology,Total Sociology,5060.0,9.64427,29.48617,61.04743,84.11067,94.86166,98.10277
2021 to 22,North West,A level,Arts,Total Arts,3150.0,8.34921,27.33333,63.55556,89.04762,97.26984,99.39683
2021 to 22,North West,A level,Design and technology,Total D&T,788.0,9.77157,25.63452,49.74619,78.80711,93.90863,98.98477
2021 to 22,North West,A level,Science - Chemistry,Total Chemistry,5980.0,11.47157,34.66555,55.73579,75.63545,89.46488,97.57525
2021 to 22,North West,A level,ICT,Total ICT,0.0,,,,,,
2021 to 22,North West,A level,General studies,General Studies,0.0,,,,,,
2021 to 22,North West,A level,Modern languages - other,Portuguese,5.0,40.0,40.0,80.0,80.0,80.0,80.0
2021 to 22,North West,A level,Maths,Additional Mathematics,0.0,,,,,,
2021 to 22,North West,A level,Home Economics,Total Home Economics,0.0,,,,,,
2021 to 22,North West,A level,Maths,Mathematics (Statistics),309.0,5.17799,17.79935,42.0712,70.87379,87.05502,97.411
2021 to 22,North West,A level,Physical Education,Physical Education/Sports Studies,1293.0,11.83295,30.16241,56.38051,78.73163,92.73009,97.67981
2021 to 22,North West,A level,Art & Design,Critical Studies,2.0,50.0,50.0,50.0,100.0,100.0,100.0
2021 to 22,North West,A level,All STEM subjects,Total STEM subjects,28003.0,15.3555,37.74953,57.27958,76.25969,90.3546,97.7681
2021 to 22,North West,A level,Classical studies,Total Classical studies,426.0,10.56338,29.10798,66.19718,90.14085,97.1831,99.29577
2021 to 22,North West,A level,Modern languages - other,Total Other Modern Languages,204.0,41.17647,76.96078,87.7451,93.13725,96.07843,96.07843
2021 to 22,North West,A level,Modern languages - other,Urdu,15.0,26.66667,86.66667,100.0,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Modern languages - other,Chinese,9.0,55.55556,77.77778,88.88889,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Modern languages - other,Italian,101.0,23.76238,68.31683,87.12871,94.05941,94.05941,95.0495
2021 to 22,West Midlands,A level,Modern languages - other,Japanese,2.0,0.0,100.0,100.0,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Classical studies,Latin,13.0,38.46154,92.30769,100.0,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Modern languages - other,Modern Greek,4.0,75.0,75.0,100.0,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Science - other,Geology,131.0,10.68702,35.1145,62.59542,83.20611,93.12977,98.47328
2021 to 22,West Midlands,A level,Arts,Creative Writing,0.0,,,,,,
2021 to 22,West Midlands,A level,Maths,Use of mathematics,0.0,,,,,,
2021 to 22,West Midlands,A level,Classical studies,Ancient History,31.0,0.0,25.80645,48.3871,77.41935,90.32258,100.0
2021 to 22,West Midlands,A level,Modern languages - other,Irish,0.0,,,,,,
2021 to 22,West Midlands,A level,General studies,Critical Thinking,0.0,,,,,,
2021 to 22,West Midlands,A level,Art & Design,Textiles,177.0,16.94915,37.85311,74.57627,96.0452,100.0,100.0
2021 to 22,West Midlands,A level,Government and politics,Total Government and Politics,1069.0,12.06735,34.51824,64.26567,85.31338,95.79046,98.78391
2021 to 22,West Midlands,A level,Physical Education,Total Physical Education,1019.0,10.20608,28.75368,54.5633,78.80275,93.03238,98.52797
2021 to 22,West Midlands,A level,Modern languages - other,Punjabi,34.0,32.35294,70.58824,85.29412,85.29412,94.11765,94.11765
2021 to 22,West Midlands,A level,Religious Studies,Total Religious Studies,1543.0,8.74919,30.1361,62.41089,86.26053,95.00972,97.86131
2021 to 22,West Midlands,A level,Modern languages - other,Persian,5.0,60.0,80.0,80.0,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Psychology,Total Psychology,7151.0,9.94267,27.12907,55.30695,78.00308,92.05705,98.09817
2021 to 22,West Midlands,A level,Science - Physics,Total Physics,3073.0,11.94273,31.37,52.71721,72.01432,87.73186,96.61568
2021 to 22,West Midlands,A level,Science - other,Environmental Science,113.0,2.65487,9.73451,35.39823,64.60177,88.49558,97.34513
2021 to 22,West Midlands,A level,Science - other,Electronics,23.0,8.69565,17.3913,47.82609,65.21739,82.6087,86.95652
2021 to 22,West Midlands,A level,Modern languages - other,Gujarati,0.0,,,,,,
2021 to 22,West Midlands,A level,Art & Design,Art and design,283.0,14.13428,33.92226,67.84452,89.75265,97.87986,100.0
2021 to 22,West Midlands,A level,Computer Science,Total Computer Science,1455.0,12.43986,31.27148,56.08247,74.91409,90.65292,97.04467
2021 to 22,West Midlands,A level,Geography,Total Geography,2937.0,8.06946,28.90705,61.38917,85.22302,95.30133,99.08069
2021 to 22,West Midlands,A level,Maths - Further,Total Further Mathematics,882.0,35.37415,60.99773,79.2517,90.58957,97.39229,99.20635
2021 to 22,West Midlands,A level,Law,Total Law,1569.0,9.05035,25.74888,48.75717,70.42702,87.25303,97.00446
2021 to 22,West Midlands,A level,Modern languages,German,183.0,20.21858,50.27322,72.6776,90.16393,97.81421,99.45355
2021 to 22,West Midlands,A level,General studies,Total General studies,0.0,,,,,,
2021 to 22,West Midlands,A level,Maths,Maths,7089.0,16.89942,39.28622,56.65115,73.80449,88.15066,97.15051
2021 to 22,West Midlands,A level,Modern languages - other,Modern Hebrew,0.0,,,,,,
2021 to 22,West Midlands,A level,Classical studies,Classics (General),0.0,,,,,,
2021 to 22,West Midlands,A level,Art & Design,Graphics,401.0,10.97257,26.68329,66.83292,89.52618,96.00998,99.00249
2021 to 22,West Midlands,A level,Modern languages,French,522.0,15.1341,43.48659,67.04981,83.90805,96.16858,99.61686
2021 to 22,West Midlands,A level,Classical studies,Other Classical Languages,0.0,,,,,,
2021 to 22,West Midlands,A level,Accounting and Finance,Total Accounting and finance,348.0,3.44828,16.95402,37.35632,62.06897,84.77011,95.11494
2021 to 22,West Midlands,A level,Design and technology,D&T Systems & Control,0.0,,,,,,
2021 to 22,West Midlands,A level,All subjects,Total subjects,66979.0,10.74367,30.10347,57.20748,79.06956,92.1871,98.01878
2021 to 22,West Midlands,A level,Music,Total Music,329.0,12.46201,37.08207,66.8693,87.23404,96.65653,99.08815
2021 to 22,West Midlands,A level,Design and technology,D&T Engineering,22.0,22.72727,36.36364,72.72727,86.36364,90.90909,90.90909
2021 to 22,West Midlands,A level,Arts,Communication Studies,0.0,,,,,,
2021 to 22,West Midlands,A level,Business Studies,Total Business Studies,3439.0,6.5426,24.42571,60.39546,83.7162,95.08578,98.89503
2021 to 22,West Midlands,A level,Modern languages,Total Modern languages including Other,1427.0,20.60266,50.80589,73.37071,87.38612,96.00561,98.66854
2021 to 22,West Midlands,A level,Art & Design,Photography,752.0,7.84574,21.40957,58.1117,85.50532,96.54255,98.67021
2021 to 22,West Midlands,A level,Anthropology,Total Anthropology,0.0,,,,,,
2021 to 22,West Midlands,A level,Logic/Philosophy,Total Logic/ Philosophy,170.0,8.82353,27.05882,60.58824,81.76471,93.52941,98.82353
2021 to 22,West Midlands,A level,Geography,Geography (World Development),0.0,,,,,,
2021 to 22,West Midlands,A level,English,Total English,4983.0,9.55248,26.16897,59.50231,85.0893,96.26731,99.03672
2021 to 22,West Midlands,A level,Humanities,Total Humanities,0.0,,,,,,
2021 to 22,West Midlands,A level,Arts,Drama & Theatre Studies,543.0,9.57643,31.12339,67.21915,89.13444,97.05341,99.26335
2021 to 22,West Midlands,A level,Archaeology,Total Archaeology,0.0,,,,,,
2021 to 22,West Midlands,A level,Art & Design,Fine Art,1353.0,13.45159,34.07243,67.77531,89.43089,97.48707,99.63045
2021 to 22,West Midlands,A level,Modern languages - other,Russian,18.0,33.33333,72.22222,88.88889,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2021 to 22,West Midlands,A level,Modern languages - other,Arabic,28.0,35.71429,67.85714,71.42857,75.0,85.71429,89.28571
2021 to 22,West Midlands,A level,Modern languages - other,Dutch,0.0,,,,,,
2021 to 22,West Midlands,A level,All facilitating subjects,Total facilitating subjects,33765.0,12.51,33.33037,56.78661,76.911,90.68266,97.7758
2021 to 22,West Midlands,A level,Classical studies,Classical Civilisation,188.0,13.29787,36.70213,64.89362,86.17021,96.80851,98.40426
2021 to 22,West Midlands,A level,Modern languages - other,Polish,42.0,40.47619,80.95238,95.2381,100.0,100.0,100.0
2021 to 22,West Midlands,A level,Science - Biology,Total Biology,6440.0,9.92236,28.46273,49.53416,71.00932,87.95031,97.26708
2021 to 22,West Midlands,A level,History,Total History,3762.0,8.87826,28.92079,59.64912,85.51302,96.41148,99.2823
2021 to 22,West Midlands,A level,Maths,Total Maths,7313.0,16.57323,38.57514,56.18761,73.69069,88.17175,97.15575
2021 to 22,West Midlands,A level,Art & Design,Total Art & Design,3123.0,11.81556,29.93916,65.0016,88.2805,97.05411,99.35959
2021 to 22,West Midlands,A level,Music,Music Technology,35.0,8.57143,17.14286,48.57143,71.42857,85.71429,97.14286
2021 to 22,West Midlands,A level,Economics,Total Economics,1959.0,7.96325,32.4145,61.61307,83.20572,94.84431,98.77489
2021 to 22,West Midlands,A level,Geography,Geography,2937.0,8.06946,28.90705,61.38917,85.22302,95.30133,99.08069
2021 to 22,West Midlands,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2021 to 22,West Midlands,A level,Design and technology,D&T Product Design,751.0,9.85353,26.09854,52.06391,77.23036,90.94541,96.67111
2021 to 22,West Midlands,A level,Arts,Media/Film/Tv Studies,1099.0,4.4586,20.47316,60.60055,86.53321,96.72429,99.09008
2021 to 22,West Midlands,A level,Physical Education,Dance,67.0,10.44776,34.32836,61.19403,89.55224,100.0,100.0
2021 to 22,West Midlands,A level,Modern languages - other,Turkish,12.0,66.66667,83.33333,91.66667,91.66667,91.66667,100.0
2021 to 22,West Midlands,A level,English,English language,1211.0,4.78943,19.98348,54.50041,84.47564,96.61437,98.67878
2021 to 22,West Midlands,A level,Design and technology,D&T Textiles Technology,14.0,14.28571,14.28571,50.0,92.85714,92.85714,100.0
2021 to 22,West Midlands,A level,Design and technology,D&T Food Technology,0.0,,,,,,
2021 to 22,West Midlands,A level,Science - other,Total Other Sciences,267.0,7.1161,22.84644,49.81273,73.78277,90.26217,97.00375
2021 to 22,West Midlands,A level,Arts,Film Studies,536.0,6.15672,22.76119,62.5,88.24627,94.77612,96.64179
2021 to 22,West Midlands,A level,Maths,Mathematics (Pure),0.0,,,,,,
2021 to 22,West Midlands,A level,Modern languages - other,Bengali,0.0,,,,,,
2021 to 22,West Midlands,A level,English,English literature,3001.0,11.76275,29.0903,61.47951,84.77174,96.06798,99.06698
2021 to 22,West Midlands,A level,Design and technology,Design & Technology,0.0,,,,,,
2021 to 22,West Midlands,A level,Music,Music,294.0,12.92517,39.45578,69.04762,89.11565,97.95918,99.31973
2021 to 22,West Midlands,A level,Classical studies,Classical Greek,2.0,100.0,100.0,100.0,100.0,100.0,100.0
2021 to 22,West Midlands,A level,English,English language & literature,771.0,8.43061,24.51362,59.66278,87.28923,96.49805,99.48119
2021 to 22,West Midlands,A level,Art & Design,History of Art,15.0,6.66667,46.66667,73.33333,80.0,93.33333,100.0
2021 to 22,West Midlands,A level,Art & Design,3d Studies,142.0,9.15493,25.35211,51.40845,76.76056,93.66197,99.29577
2021 to 22,West Midlands,A level,Modern languages,Spanish,432.0,17.82407,45.83333,71.99074,86.80556,95.37037,98.61111
2021 to 22,West Midlands,A level,Sociology,Total Sociology,4383.0,8.12229,23.24892,54.09537,80.0365,93.74857,97.96943
2021 to 22,West Midlands,A level,Arts,Total Arts,2178.0,6.15243,23.69146,62.71809,87.60331,96.32691,98.53076
2021 to 22,West Midlands,A level,Design and technology,Total D&T,787.0,10.29225,26.17535,52.60483,77.76366,90.9784,96.56925
2021 to 22,West Midlands,A level,Science - Chemistry,Total Chemistry,5139.0,9.39872,30.84258,52.44211,70.55847,86.72894,96.86709
2021 to 22,West Midlands,A level,ICT,Total ICT,0.0,,,,,,
2021 to 22,West Midlands,A level,General studies,General Studies,0.0,,,,,,
2021 to 22,West Midlands,A level,Modern languages - other,Portuguese,6.0,33.33333,50.0,66.66667,66.66667,100.0,100.0
2021 to 22,West Midlands,A level,Maths,Additional Mathematics,0.0,,,,,,
2021 to 22,West Midlands,A level,Home Economics,Total Home Economics,0.0,,,,,,
2021 to 22,West Midlands,A level,Maths,Mathematics (Statistics),224.0,6.25,16.07143,41.51786,70.08929,88.83929,97.32143
2021 to 22,West Midlands,A level,Physical Education,Physical Education/Sports Studies,952.0,10.18908,28.36134,54.09664,78.04622,92.54202,98.42437
